sdasdfasda	timestamp	pod	metric	value
	2025-07-31 05:37	aws-node-xqbqv	cpu_usage	0.0032154526426251
	2025-07-31 05:37	ebs-csi-node-fltgc	cpu_avg	0.0001840056347802
	2025-07-31 05:37	aws-node-t8fzj	pod_restart	0.0
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	cpu_usage	0.0007263645979035
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	cpu_usage	0.0003316574368093
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	cpu_usage	0.0066515312346226
	2025-07-31 05:37	ebs-csi-node-gmw2z	cpu_usage	0.0005604459666982
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	cpu_usage	2.76458123823e-05
	2025-07-31 05:37	kube-proxy-2mgjw	cpu_usage	0.0002893244709899
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	cpu_usage	0.0004183163847589
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	memory_usage	54525952.0
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	cpu_usage	0.0059948769542892
	2025-07-31 05:37	users-758478f69-v748v	cpu_usage	2.86307633618e-05
	2025-07-31 05:37	prometheus-alertmanager-0	cpu_usage	0.0010664602395485
	2025-07-31 05:37	aws-node-t8fzj	cpu_usage	0.0032858788678957
	2025-07-31 05:37	boards-7549648968-rxqtg	cpu_usage	2.86654099866e-05
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	cpu_usage	0.0007634851295568
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	cpu_usage	0.0011657216967116
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	cpu_usage	0.001138437490425
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	cpu_usage	0.002298847333646
	2025-07-31 05:37	ebs-csi-node-fltgc	cpu_usage	0.0005520169043406
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	memory_usage	29229056.0
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	memory_usage	13172736.0
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	memory_usage	12890112.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	memory_usage	56270848.0
	2025-07-31 05:37	ebs-csi-node-gmw2z	memory_usage	20025344.0
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	memory_usage	3207168.0
	2025-07-31 05:37	kube-proxy-2mgjw	memory_usage	12795904.0
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	memory_usage	9965568.0
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	memory_usage	239390720.0
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	memory_usage	8867840.0
	2025-07-31 05:37	users-758478f69-v748v	memory_usage	3153920.0
	2025-07-31 05:37	prometheus-alertmanager-0	memory_usage	15228928.0
	2025-07-31 05:37	aws-node-t8fzj	memory_usage	78974976.0
	2025-07-31 05:37	boards-7549648968-rxqtg	memory_usage	3211264.0
	2025-07-31 05:37	kube-proxy-sct9q	cpu_usage	0.0002664708035714
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	cpu_usage	0.0034719226121291
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	cpu_usage	0.0029323119892728
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	memory_usage	16818176.0
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	memory_usage	22405120.0
	2025-07-31 05:37	aws-node-xqbqv	memory_usage	79724544.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	pod_restart	0.0
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	pod_restart	0.0
	2025-07-31 05:37	ebs-csi-node-fltgc	pod_pending	1.0
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	pod_pending	1.0
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	pod_pending	1.0
	2025-07-31 05:37	kube-proxy-sct9q	net_transmit	13882.936507936509
	2025-07-31 05:37	kube-proxy-sct9q	memory_usage	13426688.0
	2025-07-31 05:37	prometheus-alertmanager-0	pod_pending	1.0
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	memory_usage	16654336.0
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	memory_usage	9932800.0
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	pod_pending	1.0
	2025-07-31 05:37	ebs-csi-node-gmw2z	pod_pending	1.0
	2025-07-31 05:37	aws-node-t8fzj	pod_pending	1.0
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	pod_pending	1.0
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	pod_pending	1.0
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	pod_pending	1.0
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	pod_pending	1.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	pod_pending	1.0
	2025-07-31 05:37	users-758478f69-v748v	pod_pending	1.0
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	memory_usage	116129792.0
	2025-07-31 05:37	ebs-csi-node-fltgc	memory_usage	19922944.0
	2025-07-31 05:37	aws-node-xqbqv	pod_pending	1.0
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	pod_restart	0.0
	2025-07-31 05:37	kube-proxy-sct9q	pod_pending	1.0
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	pod_pending	1.0
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	pod_pending	1.0
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	pod_pending	1.0
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	pod_pending	1.0
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	cpu_usage	0.0017339810581078
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	pod_pending	1.0
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	pod_restart	0.0
	2025-07-31 05:37	prometheus-alertmanager-0	pod_restart	0.0
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	pod_restart	0.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	pod_restart	0.0
	2025-07-31 05:37	users-758478f69-v748v	pod_restart	0.0
	2025-07-31 05:37	ebs-csi-node-gmw2z	pod_restart	0.0
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	pod_pending	1.0
	2025-07-31 05:37	kube-proxy-2mgjw	pod_pending	1.0
	2025-07-31 05:37	boards-7549648968-rxqtg	pod_pending	1.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	pod_pending	1.0
	2025-07-31 05:37	ebs-csi-node-fltgc	pod_restart	0.0
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	pod_restart	0.0
	2025-07-31 05:37	kube-proxy-2mgjw	cpu_avg	0.0002893244709899
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	cpu_usage	0.0003868621132334
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	net_receive	123.97063831707828
	2025-07-31 05:37	kube-proxy-2mgjw	pod_restart	0.0
	2025-07-31 05:37	kube-proxy-sct9q	pod_restart	0.0
	2025-07-31 05:37	aws-node-xqbqv	pod_restart	0.0
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	pod_restart	0.0
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	pod_restart	0.0
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	pod_restart	0.0
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	pod_restart	0.0
	2025-07-31 05:37	aws-node-xqbqv	cpu_avg	0.0016077263213125
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	cpu_avg	0.002298847333646
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	cpu_avg	0.0007263645979035
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	cpu_avg	0.0003316574368093
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	cpu_avg	0.0011085885391037
	2025-07-31 05:37	ebs-csi-node-gmw2z	cpu_avg	0.0001868153222327
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	cpu_avg	2.76458123823e-05
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	cpu_avg	0.0003868621132334
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	cpu_avg	0.0029974384771446
	2025-07-31 05:37	users-758478f69-v748v	net_receive	73.28232567650467
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	pod_restart	0.0
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	pod_restart	0.0
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	net_receive	2732.1567268512435
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	net_receive	159.1836077322929
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	memory_usage	16945152.0
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	net_transmit	330.1105596131029
	2025-07-31 05:37	users-758478f69-v748v	cpu_avg	2.86307633618e-05
	2025-07-31 05:37	prometheus-alertmanager-0	cpu_avg	0.0010664602395485
	2025-07-31 05:37	aws-node-t8fzj	cpu_avg	0.0016429394339478
	2025-07-31 05:37	boards-7549648968-rxqtg	cpu_avg	2.86654099866e-05
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	cpu_avg	0.0007634851295568
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	cpu_avg	0.0011657216967116
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	pod_restart	0.0
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	net_receive	107.85701683800148
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	cpu_avg	0.0004887186648788
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	cpu_avg	0.0034719226121291
	2025-07-31 05:37	kube-proxy-sct9q	cpu_avg	0.0002664708035714
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	cpu_avg	0.0017339810581078
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	cpu_avg	0.0004183163847589
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	net_receive	16193.537026743776
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	net_receive	100.828400389344
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	cpu_avg	0.000115422334817
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	cpu_avg	0.001138437490425
	2025-07-31 05:37	boards-7549648968-rxqtg	pod_restart	0.0
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	cpu_usage	0.000115422334817
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	net_receive	125.01235639717542
	2025-07-31 05:37	ebs-csi-node-gmw2z	net_receive	45.91208600658921
	2025-07-31 05:37	boards-7549648968-rxqtg	net_receive	74.19196232176591
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	net_receive	185.5357369825869
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	net_receive	3112.6372407003155
	2025-07-31 05:37	prometheus-alertmanager-0	net_receive	101.28729124440945
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	pod_restart	0.0
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	net_receive	162.44829645255913
	2025-07-31 05:37	aws-node-t8fzj	net_receive	12977.138047569608
	2025-07-31 05:37	ebs-csi-node-fltgc	net_receive	46.47333050796149
	2025-07-31 05:37	kube-proxy-sct9q	net_receive	12979.130397678784
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-ktczg	net_receive	634.1474429240616
	2025-07-31 05:37	prometheus-server-7b84b7964c-6fqjr	net_transmit	857.4089553252064
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	net_receive	22750.756668946648
	2025-07-31 05:37	cert-manager-cainjector-55cd9f77b5-98r24	net_transmit	149.27499300266942
	2025-07-31 05:37	aws-load-balancer-controller-699649575d-fk44d	net_transmit	1356.224184560724
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	net_receive	12502.347754399798
	2025-07-31 05:37	cert-manager-webhook-7987476d56-qnxmd	net_transmit	183.96205523411484
	2025-07-31 05:37	aws-node-xqbqv	net_receive	23581.004841312533
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	net_receive	687.8024032938374
	2025-07-31 05:37	kube-proxy-2mgjw	net_receive	23235.14123206087
	2025-07-31 05:37	ebs-csi-controller-76d8884b66-j8wzm	net_transmit	582.5178402220489
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	net_receive	75.57829655687027
	2025-07-31 05:37	aws-node-xqbqv	net_transmit	24874.396987627755
	2025-07-31 05:37	kube-proxy-2mgjw	net_transmit	24497.733674293628
	2025-07-31 05:37	prometheus-prometheus-node-exporter-q2lg7	net_transmit	24059.003077975376
	2025-07-31 05:37	grafana-58f7855dcb-drbv8	net_transmit	237.12239969495403
	2025-07-31 05:37	prometheus-prometheus-pushgateway-784c485d55-kczqb	net_transmit	144.52366916102605
	2025-07-31 05:37	prometheus-kube-state-metrics-57d654d7bf-g92qr	net_transmit	6297.553574815096
	2025-07-31 05:37	boards-7549648968-rxqtg	net_transmit	164.59212103960184
	2025-07-31 05:37	ebs-csi-node-gmw2z	net_transmit	46.21553667418068
	2025-07-31 05:37	frontend-665fb7799d-8vhc6	net_transmit	169.4956253638697
	2025-07-31 05:37	coredns-844d8f59bb-j58mx	net_transmit	191.70681600357585
	2025-07-31 05:37	users-758478f69-v748v	net_transmit	162.57412582646035
	2025-07-31 05:37	prometheus-prometheus-node-exporter-htv66	net_transmit	13541.592490372015
	2025-07-31 05:37	prometheus-alertmanager-0	net_transmit	460.7154223688839
	2025-07-31 05:37	ebs-csi-node-fltgc	net_transmit	46.86484631995318
	2025-07-31 05:37	cert-manager-58dd99f969-gz6bc	net_transmit	182.8246154650813
	2025-07-31 05:37	coredns-844d8f59bb-mt26b	net_transmit	186.1734210299566
	2025-07-31 05:37	aws-node-t8fzj	net_transmit	13882.19536266807
	2025-07-31 05:45	prometheus-server-7b84b7964c-6fqjr	net_receive	16610.699030721207
	2025-07-31 05:45	aws-node-t8fzj	cpu_avg	0.0016051097750512
	2025-07-31 05:45	boards-7549648968-rxqtg	cpu_avg	2.82233697023e-05
	2025-07-31 05:45	cert-manager-58dd99f969-gz6bc	cpu_avg	0.0007509977481816
	2025-07-31 05:45	users-758478f69-v748v	cpu_avg	2.83113719284e-05
	2025-07-31 05:45	coredns-844d8f59bb-j58mx	cpu_avg	0.0011401774702618
	2025-07-31 05:45	aws-node-xqbqv	cpu_avg	0.0016367843593254
	2025-07-31 05:45	coredns-844d8f59bb-mt26b	net_transmit	187.8800570236552
	2025-07-31 05:45	kube-proxy-sct9q	pod_restart	0.0
	2025-07-31 05:45	cert-manager-cainjector-55cd9f77b5-98r24	net_receive	105.36929336075048
	2025-07-31 05:45	cert-manager-webhook-7987476d56-qnxmd	net_receive	160.12639834306833
	2025-07-31 05:45	prometheus-prometheus-pushgateway-784c485d55-kczqb	cpu_avg	0.0001190051306738
	2025-07-31 05:45	ebs-csi-node-fltgc	cpu_avg	0.000202939403367
	2025-07-31 05:45	prometheus-server-7b84b7964c-6fqjr	cpu_avg	0.0029869534638098
	2025-07-31 05:45	prometheus-kube-state-metrics-57d654d7bf-g92qr	net_transmit	6442.225410039968
	2025-07-31 05:45	prometheus-kube-state-metrics-57d654d7bf-g92qr	cpu_avg	0.0016668459473919
	2025-07-31 05:45	grafana-58f7855dcb-drbv8	cpu_avg	0.0034649925817994
	2025-07-31 05:45	kube-proxy-sct9q	cpu_avg	0.0002647723540256
	2025-07-31 05:45	prometheus-alertmanager-0	cpu_avg	0.0010485159243697
	2025-07-31 05:45	aws-node-xqbqv	pod_restart	0.0
	2025-07-31 05:45	boards-7549648968-rxqtg	pod_restart	0.0
	2025-07-31 05:45	prometheus-prometheus-node-exporter-htv66	cpu_avg	0.0004316580023172
	2025-07-31 05:45	coredns-844d8f59bb-mt26b	pod_restart	0.0
	2025-07-31 05:45	prometheus-prometheus-node-exporter-q2lg7	cpu_avg	0.0004069135913007
	2025-07-31 05:45	aws-load-balancer-controller-699649575d-fk44d	pod_restart	0.0
	2025-07-31 05:45	aws-load-balancer-controller-699649575d-fk44d	net_receive	2676.4581838735626
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-ktczg	pod_restart	0.0
	2025-07-31 05:45	prometheus-server-7b84b7964c-6fqjr	pod_restart	0.0
	2025-07-31 05:45	cert-manager-cainjector-55cd9f77b5-98r24	cpu_avg	0.0007403306796042
	2025-07-31 05:45	prometheus-prometheus-pushgateway-784c485d55-kczqb	pod_restart	0.0
	2025-07-31 05:45	cert-manager-webhook-7987476d56-qnxmd	cpu_avg	0.0003202918899263
	2025-07-31 05:45	ebs-csi-node-gmw2z	cpu_avg	0.0001910551551641
	2025-07-31 05:45	frontend-665fb7799d-8vhc6	cpu_avg	2.84837265121e-05
	2025-07-31 05:45	cert-manager-58dd99f969-gz6bc	pod_restart	0.0
	2025-07-31 05:45	prometheus-prometheus-node-exporter-q2lg7	pod_restart	0.0
	2025-07-31 05:45	users-758478f69-v748v	net_receive	70.89148800591995
	2025-07-31 05:45	aws-load-balancer-controller-699649575d-fk44d	cpu_avg	0.0022730607751337
	2025-07-31 05:45	kube-proxy-2mgjw	pod_restart	0.0
	2025-07-31 05:45	coredns-844d8f59bb-j58mx	pod_restart	0.0
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-j8wzm	cpu_avg	0.0011292966836554
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-ktczg	cpu_avg	0.0004638652840182
	2025-07-31 05:45	cert-manager-webhook-7987476d56-qnxmd	net_transmit	186.056887440802
	2025-07-31 05:45	aws-node-xqbqv	net_receive	22546.138127971004
	2025-07-31 05:45	aws-node-xqbqv	net_transmit	23863.82134673917
	2025-07-31 05:45	kube-proxy-2mgjw	net_transmit	23894.58890566198
	2025-07-31 05:45	boards-7549648968-rxqtg	net_transmit	157.32430772275106
	2025-07-31 05:45	prometheus-prometheus-node-exporter-q2lg7	net_receive	22632.15764242127
	2025-07-31 05:45	cert-manager-58dd99f969-gz6bc	net_transmit	183.7028912348925
	2025-07-31 05:45	frontend-665fb7799d-8vhc6	net_transmit	157.88256753458617
	2025-07-31 05:45	prometheus-prometheus-pushgateway-784c485d55-kczqb	net_transmit	140.77889297256735
	2025-07-31 05:45	grafana-58f7855dcb-drbv8	net_transmit	239.87164541444827
	2025-07-31 05:45	ebs-csi-node-fltgc	net_transmit	45.61018365307426
	2025-07-31 05:45	coredns-844d8f59bb-j58mx	net_transmit	188.5631884246888
	2025-07-31 05:45	aws-node-t8fzj	net_transmit	13783.903918047748
	2025-07-31 05:45	cert-manager-cainjector-55cd9f77b5-98r24	pod_restart	0.0
	2025-07-31 05:45	users-758478f69-v748v	net_transmit	157.34753026783696
	2025-07-31 05:45	aws-load-balancer-controller-699649575d-fk44d	net_transmit	1350.446748842366
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-ktczg	memory_usage	54587392.0
	2025-07-31 05:45	coredns-844d8f59bb-mt26b	cpu_avg	0.0011082598155072
	2025-07-31 05:45	prometheus-prometheus-node-exporter-htv66	net_transmit	13699.372325367382
	2025-07-31 05:45	ebs-csi-node-gmw2z	net_transmit	46.85612206151402
	2025-07-31 05:45	prometheus-prometheus-node-exporter-q2lg7	net_transmit	23956.04929983561
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-j8wzm	net_transmit	592.0009309641899
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-j8wzm	net_receive	684.6077912072037
	2025-07-31 05:45	kube-proxy-2mgjw	net_receive	22585.15935619672
	2025-07-31 05:45	boards-7549648968-rxqtg	net_receive	71.18799187035442
	2025-07-31 05:45	grafana-58f7855dcb-drbv8	net_receive	187.0195215947376
	2025-07-31 05:45	cert-manager-58dd99f969-gz6bc	net_receive	158.9701403863012
	2025-07-31 05:45	frontend-665fb7799d-8vhc6	net_receive	71.00069793232197
	2025-07-31 05:45	prometheus-kube-state-metrics-57d654d7bf-g92qr	net_receive	3058.31771671172
	2025-07-31 05:45	kube-proxy-2mgjw	cpu_avg	0.0002460321065194
	2025-07-31 05:45	prometheus-prometheus-node-exporter-htv66	net_receive	12523.970073001738
	2025-07-31 05:45	coredns-844d8f59bb-j58mx	net_receive	125.45216059440789
	2025-07-31 05:45	aws-node-t8fzj	net_receive	12591.15127608843
	2025-07-31 05:45	coredns-844d8f59bb-mt26b	net_receive	126.56754645253264
	2025-07-31 05:45	kube-proxy-sct9q	net_receive	12409.642779946083
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-ktczg	net_receive	579.6824272984735
	2025-07-31 05:45	prometheus-server-7b84b7964c-6fqjr	net_transmit	879.5301462132412
	2025-07-31 05:45	prometheus-alertmanager-0	net_receive	105.5123247219802
	2025-07-31 05:45	prometheus-prometheus-pushgateway-784c485d55-kczqb	net_receive	106.63517212562569
	2025-07-31 05:45	ebs-csi-node-gmw2z	net_receive	45.13013911422554
	2025-07-31 05:45	cert-manager-cainjector-55cd9f77b5-98r24	net_transmit	153.2507876552144
	2025-07-31 05:45	ebs-csi-node-fltgc	net_receive	45.31529022428283
	2025-07-31 05:45	prometheus-alertmanager-0	net_transmit	471.9190341091992
	2025-07-31 05:45	aws-node-t8fzj	pod_pending	1.0
	2025-07-31 05:45	cert-manager-cainjector-55cd9f77b5-98r24	memory_usage	13176832.0
	2025-07-31 05:45	cert-manager-webhook-7987476d56-qnxmd	memory_usage	13197312.0
	2025-07-31 05:45	ebs-csi-controller-76d8884b66-j8wzm	memory_usage	56340480.0
	2025-07-31 05:45	coredns-844d8f59bb-j58mx	cpu_usage	0.0011401774702618
	2025-07-31 05:45	ebs-csi-node-gmw2z	memory_usage	19468288.0
	2025-07-31 05:45	kube-proxy-sct9q	net_transmit	13561.523497241014
	2025-07-31 05:45	prometheus-prometheus-node-exporter-htv66	cpu_usage	0.0004316580023172
	2025-07-31 05:45	kube-proxy-2mgjw	memory_usage	12804096.0
	2025-07-31 05:45	prometheus-prometheus-pushgateway-784c485d55-kczqb	memory_usage	8822784.0
	2025-07-31 05:45	users-758478f69-v748v	memory_usage	3153920.0
	2025-07-31 05:45	prometheus-alertmanager-0	memory_usage	15237120.0
	2025-07-31 05:45	ebs-csi-node-fltgc	cpu_usage	0.0006088182101012
